,id,Gender,Age,Region_Code,Age,VehicleDamage,Premium,Vintage,Response,Mystery
2219,20657,Male,48,28,1-2 Year,Yes,37411,163,0,M1
2220,193661,Male,38,28,1-2 Year,No,19741,208,0,M3
2221,36058,Female,31,46,1-2 Year,Yes,30582,89,1,M9
2222,378539,Male,25,8,< 1 Year,No,33781,248,0,M1
2223,278509,Female,33,8,< 1 Year,Yes,2630,206,0,M12
2224,12125,Male,24,3,< 1 Year,No,33890,14,0,M12
2225,102339,Male,54,30,1-2 Year,No,31338,50,0,M19
2226,162154,Female,49,28,1-2 Year,Yes,25458,189,0,M8
2227,304552,Male,45,8,1-2 Year,Yes,42070,253,0,M19
2228,260188,Male,48,28,1-2 Year,Yes,63670,288,0,M11
2229,267343,Female,20,50,< 1 Year,Yes,2630,102,0,M2
2230,133910,Female,66,28,1-2 Year,Yes,49565,199,0,M4
2231,329788,Female,21,46,< 1 Year,Yes,23165,48,0,M9
2232,50007,Female,20,28,< 1 Year,Yes,42939,110,0,M11
2233,84563,Male,68,28,1-2 Year,Yes,2630,148,0,M8
2234,179618,Male,21,41,< 1 Year,Yes,18194,75,0,M11
2235,336386,Male,41,28,1-2 Year,Yes,27862,250,0,M7
2236,294929,Female,41,28,1-2 Year,Yes,30495,259,0,M3
2237,58956,Female,32,11,1-2 Year,Yes,2630,25,1,M20
2238,229102,Male,28,28,< 1 Year,No,2630,159,0,M3
2239,184165,Male,66,28,1-2 Year,No,65922,140,0,M20
2240,92563,Female,36,50,1-2 Year,No,23948,112,0,M8
2241,291334,Female,48,28,> 2 Years,Yes,52315,197,1,M5
2242,134089,Male,27,8,< 1 Year,No,54286,139,0,M6
2243,194673,Male,23,8,< 1 Year,No,43917,195,0,M6
2244,37928,Female,41,41,1-2 Year,Yes,21519,279,0,M1
2245,360203,Male,43,30,1-2 Year,Yes,28285,218,1,M3
2246,25326,Female,35,28,1-2 Year,No,33645,111,0,M5
2247,345529,Male,21,50,< 1 Year,No,35818,266,0,M5
2248,354883,Female,21,8,< 1 Year,Yes,36220,102,0,M8
2249,5538,Male,25,28,< 1 Year,No,2630,193,0,M18
2250,232472,Male,25,28,< 1 Year,No,51976,196,0,M1
2251,263792,Male,58,41,1-2 Year,Yes,43721,65,0,M4
2252,257020,Female,24,8,< 1 Year,No,36323,248,0,M5
2253,331920,Male,28,50,< 1 Year,No,46341,131,0,M1
2254,222497,Female,72,28,1-2 Year,Yes,65179,198,0,M19
2255,176772,Male,40,8,1-2 Year,Yes,2630,177,0,M8
2256,73689,Female,48,28,1-2 Year,Yes,2630,294,1,M1
2257,88714,Female,28,28,< 1 Year,Yes,43758,289,0,M19
2258,20312,Female,50,28,1-2 Year,Yes,34704,240,1,M18
2259,151187,Female,22,15,< 1 Year,Yes,29404,150,0,M3
2260,252008,Female,43,28,1-2 Year,Yes,47971,71,1,M19
2261,328319,Female,41,46,1-2 Year,Yes,25198,279,0,M8
2262,97568,Female,34,30,1-2 Year,No,27393,120,0,M20
2263,350436,Male,57,30,1-2 Year,Yes,26385,127,0,M17
2264,102474,Female,24,41,< 1 Year,Yes,38389,127,0,M20
2265,62884,Female,26,41,< 1 Year,No,20504,263,0,M7
2266,22718,Male,25,50,< 1 Year,No,39079,209,0,M4
2267,80468,Female,25,29,< 1 Year,Yes,30252,102,1,M15
2268,236703,Male,46,28,1-2 Year,Yes,32743,277,0,M5
2269,333120,Male,21,8,< 1 Year,Yes,41644,189,0,M2
2270,311194,Female,28,30,< 1 Year,No,2630,66,0,M5
2271,190190,Female,26,28,< 1 Year,No,64764,188,0,M2
2272,335734,Female,56,8,1-2 Year,Yes,2630,66,0,M16
2273,114116,Male,20,15,< 1 Year,Yes,28536,120,0,M15
2274,289528,Male,50,28,> 2 Years,Yes,49705,202,0,M10
2275,328992,Female,26,41,< 1 Year,No,25904,125,0,M14
2276,87147,Male,28,30,< 1 Year,No,28362,67,0,M20
2277,128610,Male,49,28,1-2 Year,Yes,56576,208,1,M16
2278,200620,Male,23,15,< 1 Year,Yes,77773,82,0,M15
2279,181952,Female,27,28,< 1 Year,No,72393,220,0,M4
2280,14179,Female,27,28,1-2 Year,Yes,2630,32,0,M3
2281,294315,Male,44,28,1-2 Year,Yes,2630,154,0,M14
2282,250850,Female,28,41,< 1 Year,No,30514,150,0,M6
2283,155171,Female,23,3,< 1 Year,No,2630,97,0,M5
2284,312245,Female,45,28,> 2 Years,Yes,45209,92,0,M4
2285,244413,Male,23,30,< 1 Year,No,32388,290,0,M17
2286,171845,Male,70,28,1-2 Year,No,49377,236,0,M6
2287,220048,Female,28,15,< 1 Year,No,31646,174,0,M17
2288,334544,Female,25,15,< 1 Year,No,39141,214,0,M3
2289,16422,Female,47,28,1-2 Year,Yes,22539,275,0,M6
2290,215740,Male,24,29,< 1 Year,Yes,27976,130,1,M11
2291,231835,Female,23,28,< 1 Year,No,38487,107,0,M13
2292,200421,Male,47,8,1-2 Year,No,62543,72,0,M5
2293,141885,Female,40,11,1-2 Year,Yes,31366,243,0,M11
2294,268057,Female,31,11,< 1 Year,No,35057,78,0,M17
2295,39692,Male,22,28,< 1 Year,No,28630,34,0,M20
2296,309917,Male,71,28,1-2 Year,No,49128,229,0,M16
2297,153856,Male,57,41,> 2 Years,Yes,29486,249,0,M20
2298,286377,Female,56,28,> 2 Years,Yes,25005,159,0,M17
2299,57035,Female,68,28,1-2 Year,Yes,34406,123,0,M10
2300,208832,Female,64,28,> 2 Years,Yes,35931,165,0,M8
2301,36646,Female,26,3,< 1 Year,No,2630,61,0,M17
2302,350206,Male,56,28,1-2 Year,No,41556,33,0,M11
2303,156824,Female,23,30,< 1 Year,No,14819,83,0,M6
2304,17882,Male,38,28,1-2 Year,Yes,33163,42,0,M2
2305,348045,Male,32,28,< 1 Year,No,44613,58,0,M1
2306,4677,Female,71,28,1-2 Year,Yes,42665,227,0,M5
2307,51082,Male,49,28,1-2 Year,Yes,51939,56,0,M19
2308,112446,Female,27,28,< 1 Year,No,46411,256,0,M17
2309,143314,Male,60,8,1-2 Year,No,2630,211,0,M4
2310,77594,Male,22,50,< 1 Year,No,35908,102,0,M1
2311,239907,Female,67,28,1-2 Year,No,41027,37,0,M4
2312,262160,Male,46,8,1-2 Year,No,23790,150,0,M7
2313,237854,Male,46,28,> 2 Years,Yes,43547,150,1,M13
2314,310907,Female,74,28,1-2 Year,No,33517,44,0,M20
2315,372648,Male,36,29,> 2 Years,Yes,28928,294,0,M20
2316,20228,Female,20,8,< 1 Year,Yes,40148,80,0,M1
2317,211970,Male,65,8,1-2 Year,No,43067,108,0,M18
2318,14119,Male,24,46,< 1 Year,No,25441,150,0,M18
2319,154177,Male,45,28,1-2 Year,Yes,37274,133,0,M13
2320,249840,Male,43,28,1-2 Year,Yes,51127,181,0,M20
2321,286356,Male,64,28,1-2 Year,Yes,51582,171,0,M11
2322,2293,Female,54,3,1-2 Year,Yes,2630,148,0,M11
2323,91491,Male,42,28,> 2 Years,Yes,36779,215,0,M14
2324,234552,Male,57,8,1-2 Year,No,47268,60,0,M8
2325,250096,Female,27,8,< 1 Year,No,45094,279,0,M1
2326,349871,Female,50,28,1-2 Year,Yes,32317,267,0,M9
2327,50599,Male,30,11,< 1 Year,No,24283,190,0,M15
2328,305023,Male,27,28,< 1 Year,Yes,30233,27,0,M19
2329,177675,Female,48,28,1-2 Year,Yes,2630,182,0,M11
2330,356804,Female,28,41,< 1 Year,No,28590,260,0,M15
2331,176209,Male,58,46,1-2 Year,No,24501,23,0,M3
2332,366537,Female,23,15,< 1 Year,No,22819,136,0,M13
2333,357745,Female,39,28,1-2 Year,No,2630,78,0,M9
2334,335682,Male,69,8,1-2 Year,No,57743,181,0,M18
2335,339905,Male,50,28,1-2 Year,Yes,43173,86,0,M12
2336,37246,Female,28,8,< 1 Year,No,30037,284,0,M1
2337,294148,Male,22,8,< 1 Year,No,61799,137,0,M11
2338,342279,Male,68,28,1-2 Year,Yes,37527,126,0,M2
2339,82800,Female,38,28,1-2 Year,Yes,2630,210,0,M4
2340,117723,Female,34,41,1-2 Year,Yes,2630,179,0,M13
2341,217488,Male,32,28,1-2 Year,Yes,35918,198,0,M19
2342,24321,Male,22,8,< 1 Year,No,34942,91,0,M9
2343,65590,Male,26,8,< 1 Year,No,34194,260,0,M6
2344,184104,Male,33,41,< 1 Year,No,2630,174,0,M13
2345,168101,Female,32,3,< 1 Year,No,2630,41,0,M10
2346,345276,Female,22,30,< 1 Year,No,34546,36,0,M16
2347,336305,Female,20,15,< 1 Year,Yes,39265,189,0,M14
2348,371708,Male,46,28,1-2 Year,Yes,2630,220,0,M1
2349,309006,Female,25,3,< 1 Year,No,2630,85,0,M11
2350,44091,Male,24,46,< 1 Year,No,38863,193,0,M18
2351,4011,Female,35,30,1-2 Year,Yes,2630,220,1,M10
2352,152615,Female,22,8,< 1 Year,No,55757,35,0,M4
2353,307811,Female,34,28,1-2 Year,Yes,48735,147,0,M12
2354,342938,Female,26,8,< 1 Year,No,45600,153,0,M14
2355,278829,Male,29,30,< 1 Year,No,2630,21,0,M2
2356,140342,Female,23,15,< 1 Year,No,2630,50,0,M3
2357,275337,Male,34,8,1-2 Year,No,30585,124,0,M9
2358,309639,Male,30,46,< 1 Year,Yes,28071,116,0,M1
2359,205705,Male,25,15,< 1 Year,Yes,30101,24,0,M17
2360,119483,Male,25,3,< 1 Year,No,17863,104,0,M8
2361,107270,Male,22,30,< 1 Year,No,33025,30,0,M17
2362,245308,Female,27,15,< 1 Year,No,44674,273,0,M1
2363,121626,Female,42,28,1-2 Year,No,22977,23,0,M18
2364,350904,Female,20,30,< 1 Year,Yes,35078,180,0,M2
2365,248006,Male,64,28,1-2 Year,Yes,48707,46,0,M14
2366,153748,Male,33,28,1-2 Year,No,54393,67,0,M6
2367,300028,Female,30,28,< 1 Year,No,29500,228,0,M2
2368,190888,Male,45,28,1-2 Year,No,25604,160,0,M15
2369,91865,Male,42,28,1-2 Year,Yes,41308,29,0,M2
2370,289049,Male,24,11,< 1 Year,No,37205,97,0,M5
2371,153694,Male,50,28,> 2 Years,Yes,37944,232,0,M15
2372,231313,Female,57,28,1-2 Year,Yes,54962,198,1,M20
2373,194573,Male,44,8,1-2 Year,Yes,2630,251,0,M12
2374,140443,Male,20,8,< 1 Year,No,40897,106,0,M15
2375,121828,Male,45,28,1-2 Year,No,35657,298,0,M12
2376,221983,Male,23,8,< 1 Year,Yes,42928,253,1,M16
2377,106269,Male,23,30,< 1 Year,Yes,28177,260,0,M15
2378,123761,Male,30,28,1-2 Year,Yes,39388,67,0,M3
2379,379215,Female,31,28,1-2 Year,No,2630,254,0,M12
2380,277787,Male,20,8,< 1 Year,No,43229,263,0,M20
2381,210293,Male,45,28,1-2 Year,No,32922,290,0,M20
2382,289379,Female,44,15,> 2 Years,Yes,35463,103,0,M13
2383,113957,Male,46,28,1-2 Year,Yes,2630,288,1,M11
2384,7848,Male,77,28,1-2 Year,Yes,50291,281,0,M15
2385,121523,Male,42,50,1-2 Year,No,39322,197,0,M9
2386,310149,Female,20,15,< 1 Year,Yes,28763,252,0,M12
2387,224792,Male,24,28,< 1 Year,No,37366,14,0,M17
2388,346733,Female,74,28,> 2 Years,Yes,26258,20,0,M10
2389,131270,Male,40,8,1-2 Year,Yes,35651,189,0,M7
2390,11770,Male,33,30,< 1 Year,No,25232,68,0,M17
2391,202971,Male,25,8,< 1 Year,Yes,47954,76,0,M14
2392,360997,Male,60,28,1-2 Year,No,35802,174,0,M9
2393,341953,Female,22,46,< 1 Year,No,22022,275,0,M19
2394,168797,Female,67,46,1-2 Year,Yes,36093,90,0,M19
2395,353458,Male,25,28,< 1 Year,No,28453,58,0,M11
2396,154000,Female,23,41,< 1 Year,No,32283,90,0,M2
2397,302749,Male,27,50,< 1 Year,No,31178,201,0,M15
2398,134867,Male,40,28,1-2 Year,Yes,28707,268,0,M5
2399,180164,Female,38,28,1-2 Year,Yes,49273,158,1,M6
2400,138521,Male,75,28,1-2 Year,Yes,39008,152,0,M12
2401,190966,Female,24,50,< 1 Year,No,2630,208,0,M16
2402,141876,Female,30,28,1-2 Year,No,28028,64,0,M2
2403,210640,Male,54,28,> 2 Years,Yes,63331,138,1,M1
2404,272680,Female,49,28,> 2 Years,Yes,30141,216,0,M12
2405,220175,Male,35,41,1-2 Year,No,42772,69,0,M12
2406,285200,Female,39,28,1-2 Year,Yes,31146,258,1,M5
2407,82944,Female,42,8,1-2 Year,No,42453,94,0,M15
2408,319623,Female,22,28,< 1 Year,No,41367,295,0,M9
2409,356638,Male,21,28,< 1 Year,Yes,30770,12,0,M10
2410,304264,Female,24,11,< 1 Year,No,30335,259,0,M15
2411,35274,Female,79,28,1-2 Year,Yes,57619,60,0,M8
2412,46585,Male,40,29,1-2 Year,Yes,30399,284,0,M15
2413,143467,Female,48,28,1-2 Year,No,51815,81,0,M1
2414,289277,Male,27,3,< 1 Year,No,33280,191,0,M8
2415,348074,Male,20,15,< 1 Year,No,40466,248,0,M14
2416,288823,Female,25,28,< 1 Year,No,30740,89,0,M12
2417,286526,Male,45,28,1-2 Year,Yes,63750,120,0,M8
2418,374019,Male,22,8,< 1 Year,No,34808,127,0,M20
2419,157646,Female,31,8,< 1 Year,Yes,2630,14,0,M15
2420,33246,Male,28,8,< 1 Year,No,36963,65,0,M1
2421,256680,Female,49,3,1-2 Year,No,29189,83,0,M13
2422,264427,Male,27,8,< 1 Year,No,47091,146,0,M3
2423,220062,Female,42,28,1-2 Year,No,27407,184,0,M1
2424,235686,Female,22,8,< 1 Year,No,35170,145,0,M12
2425,198978,Male,52,28,1-2 Year,Yes,47371,91,1,M2
2426,246484,Male,44,28,> 2 Years,Yes,42090,204,1,M7
2427,74490,Female,43,8,1-2 Year,No,40087,297,0,M6
2428,198519,Male,61,28,1-2 Year,No,50213,240,0,M20
2429,40811,Female,55,46,1-2 Year,Yes,23884,61,0,M18
2430,85522,Female,74,8,1-2 Year,Yes,43779,233,1,M3
2431,28910,Male,26,3,< 1 Year,No,27860,178,0,M13
2432,269324,Male,36,15,1-2 Year,Yes,32739,233,1,M15
2433,256763,Female,41,28,1-2 Year,No,2630,162,0,M17
2434,245170,Female,21,46,< 1 Year,Yes,36367,218,0,M14
2435,280658,Male,21,15,< 1 Year,Yes,29624,263,0,M12
2436,9793,Male,48,28,1-2 Year,Yes,71371,125,0,M10
2437,50616,Female,70,46,1-2 Year,Yes,22301,56,1,M15
2438,73425,Male,50,28,1-2 Year,No,43295,208,0,M6
2439,347284,Female,23,41,< 1 Year,Yes,21630,10,0,M1
2440,85972,Male,29,41,1-2 Year,No,30117,25,0,M11
2441,348247,Female,23,28,< 1 Year,Yes,30746,170,1,M18
2442,182575,Female,32,41,< 1 Year,No,36055,185,0,M16
2443,351324,Male,78,28,1-2 Year,Yes,31703,223,1,M15
2444,139202,Male,46,28,1-2 Year,No,28829,65,0,M11
2445,301883,Male,30,46,< 1 Year,No,45894,132,0,M2
2446,33569,Male,26,46,< 1 Year,No,33759,10,0,M14
2447,293153,Female,32,8,< 1 Year,No,40378,100,0,M9
2448,349302,Female,25,41,< 1 Year,No,37633,102,0,M17
2449,172941,Male,54,8,1-2 Year,No,25057,181,0,M6
2450,368733,Male,62,28,1-2 Year,Yes,78225,119,1,M5
2451,59371,Male,60,8,1-2 Year,Yes,54917,120,0,M14
2452,128089,Female,25,8,< 1 Year,No,37508,64,0,M12
2453,10640,Female,40,28,> 2 Years,Yes,37515,181,0,M15
2454,365370,Male,39,28,1-2 Year,No,26649,260,0,M9
2455,365644,Male,48,8,1-2 Year,Yes,33900,119,0,M18
2456,33005,Male,70,28,> 2 Years,Yes,45996,94,1,M19
2457,265195,Female,22,8,< 1 Year,Yes,50551,148,0,M5
2458,19727,Male,51,11,1-2 Year,Yes,23449,128,1,M16
2459,12249,Male,22,30,< 1 Year,No,25156,254,0,M10
2460,61068,Male,31,28,1-2 Year,Yes,35129,195,0,M4
2461,324400,Female,76,28,1-2 Year,Yes,59172,206,0,M3
2462,228237,Male,24,28,< 1 Year,No,62503,33,0,M16
2463,200918,Male,54,28,1-2 Year,Yes,58272,288,0,M3
2464,2625,Female,25,50,< 1 Year,No,42177,247,0,M10
2465,279469,Male,62,28,> 2 Years,Yes,40467,157,1,M20
2466,313240,Female,37,28,1-2 Year,Yes,26477,153,0,M20
2467,88994,Male,55,28,1-2 Year,No,26235,214,0,M11
2468,242840,Male,36,28,1-2 Year,Yes,22962,90,1,M3
2469,84422,Female,48,50,1-2 Year,No,2630,142,0,M15
2470,174958,Male,23,15,< 1 Year,No,35130,216,0,M20
2471,301572,Male,52,28,1-2 Year,Yes,35505,194,1,M6
2472,191952,Male,25,30,< 1 Year,No,2630,124,0,M17
2473,42485,Male,25,41,< 1 Year,No,24651,270,0,M14
2474,71146,Male,42,8,1-2 Year,Yes,30893,275,0,M18
2475,58277,Female,74,28,1-2 Year,Yes,34181,204,0,M1
2476,208515,Male,40,28,1-2 Year,Yes,50877,140,0,M4
2477,159581,Female,54,11,1-2 Year,No,29709,294,0,M15
2478,220278,Male,50,28,1-2 Year,Yes,39060,41,1,M2
2479,330388,Female,40,46,1-2 Year,No,38262,191,0,M1
2480,213735,Female,36,28,1-2 Year,Yes,29468,110,0,M3
2481,73976,Female,22,15,< 1 Year,Yes,29994,210,0,M6
2482,199461,Female,24,29,< 1 Year,No,36112,296,0,M15
2483,240097,Female,23,8,< 1 Year,No,31911,297,0,M9
2484,213849,Male,43,46,1-2 Year,Yes,32922,211,0,M15
2485,124409,Female,24,50,< 1 Year,Yes,21324,63,0,M9
2486,121174,Female,29,41,< 1 Year,No,2630,31,0,M20
2487,238688,Male,23,28,< 1 Year,No,38265,179,0,M5
2488,59614,Male,50,28,1-2 Year,Yes,22657,238,1,M12
2489,269271,Female,32,41,< 1 Year,No,80194,252,0,M14
2490,149913,Male,21,50,< 1 Year,Yes,38944,189,0,M17
2491,121411,Female,25,28,< 1 Year,No,29676,201,0,M15
2492,214837,Male,23,46,< 1 Year,No,27982,75,0,M17
2493,306400,Female,21,30,< 1 Year,No,2630,87,0,M13
2494,335095,Male,42,28,> 2 Years,Yes,32367,157,1,M6
2495,271664,Female,29,15,1-2 Year,Yes,37000,140,0,M18
2496,254575,Male,33,15,1-2 Year,Yes,29130,135,1,M12
2497,303789,Female,58,28,1-2 Year,No,45501,115,0,M1
2498,229836,Female,43,28,1-2 Year,Yes,43309,288,0,M5
2499,215799,Male,21,3,< 1 Year,No,25161,141,0,M13
2500,315411,Male,50,15,1-2 Year,Yes,27023,35,1,M14
2501,340809,Female,21,11,< 1 Year,Yes,2630,273,0,M8
2502,381008,Female,24,28,< 1 Year,No,36371,74,0,M17
2503,180480,Male,31,29,1-2 Year,Yes,22575,145,0,M12
2504,253983,Male,25,15,< 1 Year,No,30704,75,0,M12
2505,124321,Male,51,28,1-2 Year,Yes,33485,290,1,M7
2506,322349,Male,34,30,1-2 Year,No,24595,251,0,M19
2507,350825,Male,65,28,1-2 Year,Yes,46178,255,1,M6
2508,281328,Male,39,41,1-2 Year,Yes,2630,272,0,M10
2509,272261,Male,59,28,1-2 Year,Yes,30252,201,0,M4
2510,371626,Female,76,8,1-2 Year,No,25857,28,0,M20
2511,234364,Female,22,15,< 1 Year,Yes,27296,209,1,M12
2512,266039,Male,45,15,1-2 Year,No,45268,26,0,M11
2513,100908,Male,59,11,1-2 Year,Yes,33707,37,0,M9
2514,140507,Male,25,8,< 1 Year,No,28281,136,0,M9
2515,23375,Female,26,46,< 1 Year,No,25375,51,0,M18
2516,281523,Female,20,50,< 1 Year,No,37000,212,0,M18
2517,34645,Male,60,28,1-2 Year,Yes,54085,125,0,M17
2518,33250,Female,37,11,1-2 Year,Yes,2630,248,0,M14
2519,196224,Female,37,30,1-2 Year,Yes,31344,214,0,M9
2520,231288,Female,40,28,1-2 Year,Yes,36699,33,0,M1
2521,295425,Female,46,28,1-2 Year,No,31468,34,0,M1
2522,126076,Male,23,15,< 1 Year,Yes,40067,128,0,M16
2523,31783,Male,42,28,1-2 Year,No,47852,91,0,M4
2524,193166,Male,48,29,1-2 Year,Yes,38107,163,1,M18
2525,147888,Female,44,28,1-2 Year,Yes,34078,70,1,M13
2526,227085,Female,20,41,< 1 Year,No,32430,72,0,M14
2527,280880,Female,49,28,1-2 Year,No,26405,127,0,M20
2528,180945,Male,44,41,1-2 Year,Yes,35070,164,1,M11
2529,358188,Male,31,8,1-2 Year,No,70480,277,0,M9
2530,274949,Female,23,41,< 1 Year,Yes,53909,126,0,M2
2531,53702,Female,40,50,1-2 Year,Yes,46348,131,0,M11
2532,364591,Female,64,28,1-2 Year,No,27194,200,0,M10
2533,151037,Female,57,28,1-2 Year,Yes,40000,89,0,M12
2534,262815,Male,38,28,1-2 Year,Yes,39379,226,1,M11
2535,243538,Female,74,28,1-2 Year,Yes,29663,184,0,M2
2536,10822,Female,77,28,> 2 Years,Yes,30015,25,0,M1
2537,303741,Male,43,28,1-2 Year,Yes,42694,34,1,M11
2538,325612,Female,25,50,< 1 Year,No,38472,205,0,M4
2539,379983,Male,44,28,1-2 Year,No,31037,178,0,M11
2540,310870,Male,41,15,1-2 Year,No,33849,62,0,M14
2541,194294,Male,26,29,< 1 Year,No,24993,98,0,M13
2542,19425,Female,43,29,1-2 Year,Yes,2630,248,1,M3
2543,299042,Male,46,28,1-2 Year,No,25676,157,0,M19
2544,323221,Male,57,28,1-2 Year,Yes,79353,262,0,M17
2545,238932,Male,34,41,< 1 Year,No,32510,267,0,M17
2546,251506,Female,63,28,1-2 Year,No,40129,191,0,M4
2547,229166,Female,28,50,< 1 Year,No,22848,85,0,M14
2548,4819,Female,41,28,1-2 Year,Yes,34454,177,0,M17
2549,145880,Female,48,28,1-2 Year,No,81908,213,0,M9
2550,40437,Female,24,50,< 1 Year,No,24870,113,0,M2
2551,103891,Male,46,28,1-2 Year,Yes,35634,33,1,M15
2552,89275,Male,32,3,< 1 Year,Yes,2630,294,1,M5
2553,7452,Male,43,28,1-2 Year,Yes,55838,60,0,M18
2554,244557,Female,74,11,1-2 Year,Yes,31856,123,0,M14
2555,251111,Male,55,3,1-2 Year,Yes,34537,11,1,M1
2556,250846,Female,24,8,< 1 Year,No,48752,203,0,M19
2557,151393,Female,24,41,< 1 Year,No,34365,90,0,M19
2558,36851,Male,26,50,< 1 Year,No,26902,170,0,M12
2559,137143,Male,34,11,1-2 Year,No,35668,278,0,M4
2560,101638,Male,41,28,1-2 Year,Yes,43678,65,1,M12
2561,48069,Male,51,8,1-2 Year,Yes,2630,223,0,M12
2562,237801,Female,22,8,< 1 Year,No,26565,144,0,M14
2563,227639,Female,66,46,1-2 Year,Yes,2630,50,0,M19
2564,173606,Male,55,28,1-2 Year,No,33555,61,0,M1
2565,299164,Male,39,46,1-2 Year,Yes,23774,65,0,M16
2566,230468,Female,29,3,1-2 Year,Yes,37852,189,0,M1
2567,160346,Female,22,30,< 1 Year,No,27534,65,0,M7
2568,64890,Male,38,41,1-2 Year,No,37407,272,0,M3
2569,321344,Female,22,15,< 1 Year,Yes,25658,41,0,M2
2570,57236,Male,20,8,< 1 Year,Yes,35828,155,0,M10
2571,273543,Female,31,41,1-2 Year,No,32478,24,0,M16
2572,5134,Male,31,28,< 1 Year,No,40070,278,0,M9
2573,327527,Female,72,41,1-2 Year,No,35669,33,0,M20
2574,40653,Female,23,11,< 1 Year,No,34488,182,0,M20
2575,325802,Male,71,46,1-2 Year,Yes,2630,209,0,M18
2576,107940,Male,40,46,1-2 Year,Yes,30874,25,0,M16
2577,237017,Male,46,3,1-2 Year,No,21316,82,0,M2
2578,50878,Female,64,28,1-2 Year,Yes,62762,111,0,M10
2579,217569,Male,64,15,1-2 Year,Yes,2630,92,1,M3
2580,172667,Female,46,28,1-2 Year,No,44634,296,0,M3
2581,195835,Female,32,28,1-2 Year,Yes,2630,45,0,M4
2582,344293,Female,22,46,< 1 Year,No,30671,46,0,M16
2583,77084,Female,25,50,< 1 Year,No,28052,90,0,M1
2584,90416,Female,36,28,1-2 Year,Yes,36740,18,1,M4
2585,273254,Female,28,41,< 1 Year,No,15982,82,0,M3
2586,166324,Male,46,3,1-2 Year,Yes,40421,22,0,M12
2587,265653,Male,63,28,1-2 Year,Yes,25170,24,0,M6
2588,250463,Female,36,28,1-2 Year,Yes,29997,201,0,M17
2589,169940,Female,35,8,1-2 Year,No,2630,282,0,M6
2590,232146,Female,31,8,< 1 Year,No,39107,292,0,M13
2591,40684,Male,40,8,1-2 Year,No,41681,88,0,M8
2592,243561,Female,22,46,< 1 Year,Yes,22367,196,0,M14
2593,111936,Male,73,28,> 2 Years,Yes,38489,267,0,M5
2594,69814,Male,20,41,< 1 Year,Yes,25038,273,0,M19
2595,343667,Female,24,3,< 1 Year,Yes,29281,245,0,M12
2596,360694,Male,30,28,1-2 Year,Yes,2630,44,0,M5
2597,289323,Male,24,28,1-2 Year,No,39086,194,0,M15
2598,115792,Male,53,15,1-2 Year,Yes,40931,48,1,M17
2599,116963,Female,31,28,< 1 Year,Yes,31977,213,1,M1
2600,201260,Female,23,46,< 1 Year,No,38737,226,0,M3
2601,245459,Male,24,8,< 1 Year,No,63299,79,0,M10
2602,354068,Female,23,8,< 1 Year,No,44346,272,0,M14
2603,250699,Female,24,8,< 1 Year,No,37098,172,0,M14
2604,42487,Male,21,46,< 1 Year,No,24659,240,0,M19
2605,113526,Male,53,11,1-2 Year,Yes,41777,148,0,M10
2606,142462,Female,24,46,< 1 Year,No,19299,18,0,M5
2607,48641,Male,22,30,< 1 Year,No,26186,74,0,M18
2608,212243,Female,31,41,< 1 Year,Yes,2630,123,0,M15
2609,44875,Male,54,8,> 2 Years,Yes,29807,90,0,M19
2610,8596,Male,42,28,1-2 Year,Yes,2630,113,0,M18
2611,317526,Female,21,8,< 1 Year,No,52965,258,0,M9
2612,342946,Male,26,11,< 1 Year,No,53205,215,0,M12
2613,371985,Female,41,15,1-2 Year,No,36010,72,0,M3
2614,263878,Male,71,28,1-2 Year,Yes,42941,122,0,M10
2615,191507,Female,34,8,1-2 Year,Yes,27397,269,0,M11
2616,45821,Female,67,28,1-2 Year,Yes,24742,263,0,M4
2617,342274,Female,45,41,1-2 Year,Yes,39672,281,1,M16
2618,272083,Male,70,28,1-2 Year,No,56558,88,0,M15
2619,189397,Female,22,29,< 1 Year,No,22635,206,0,M12
2620,211164,Male,30,29,< 1 Year,No,2630,67,0,M15
2621,141204,Male,25,41,< 1 Year,No,34324,153,0,M17
2622,63256,Male,21,8,< 1 Year,No,29469,23,0,M8
2623,359480,Female,27,15,< 1 Year,Yes,27767,98,0,M16
2624,148420,Male,44,28,1-2 Year,Yes,36452,144,0,M4
2625,116456,Male,71,28,1-2 Year,Yes,35025,52,0,M5
2626,368873,Male,21,30,< 1 Year,No,32124,250,0,M16
2627,17323,Female,24,15,< 1 Year,Yes,34124,196,0,M20
2628,253518,Male,67,28,1-2 Year,Yes,35778,73,1,M6
2629,286862,Male,48,15,1-2 Year,No,2630,217,0,M5
2630,235950,Female,48,28,1-2 Year,Yes,45468,276,0,M3
2631,85828,Female,40,30,1-2 Year,No,50972,230,0,M10
2632,349936,Male,51,28,1-2 Year,Yes,43355,142,0,M15
2633,35273,Female,45,28,1-2 Year,No,28908,191,0,M19
2634,296997,Female,21,8,< 1 Year,No,35169,101,0,M10
2635,228571,Male,24,8,< 1 Year,No,27746,283,0,M2
2636,211400,Female,25,15,< 1 Year,Yes,30473,210,0,M20
2637,110675,Female,31,11,< 1 Year,No,45536,282,0,M19
2638,119548,Female,27,28,1-2 Year,Yes,33413,105,0,M1
2639,70546,Female,25,46,< 1 Year,No,23583,159,0,M8
2640,52460,Female,46,28,1-2 Year,No,26470,168,0,M4
